usher_node,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,usher_num_descendants
ERR6300316,{'AY.120': 1},313806,1,-1,2147483648,1
node_181728,{'AY.100': 2},635335,3,-1,2147483648,2
node_181425,{'AY.39': 3},748969,3,748969,0,3
ERR6882997,{'AY.4': 1},544183,1,-1,2147483648,1
node_186155,{'AY.127': 6},872898,6,-1,2147483648,6
node_181030,{'AY.4': 1},765829,1,765830,1,1
ERR6755638,{'AY.4': 1},474291,1,-1,2147483648,1
SRR21039681,{'BA.2.75': 1},1320032,1,1320033,1,1
node_180742,{'AY.4': 3},238065,612069,-1,2147483648,3
node_181325,{'AY.39': 1},1897203,1,-1,2147483648,1
SRR19941578,{'BA.2.12.1': 1},1257341,1,1257342,1,1
ERR7050254,{'B.1.617.2': 1},557140,1,-1,2147483648,1
node_541442,{'CH.1.1': 2},1408133,2,-1,2147483648,2
ERR7229021,{'AY.4': 1},625489,1,625490,1,1
ERR6699085,{'AY.4': 1},413474,1,-1,2147483648,1
node_187962,{'AY.121': 18},352165,1460,-1,2147483648,18
SRR20145379,{'AY.39': 1},857757,1,857758,1,1
node_181251,{'AY.39.1': 1},666707,1,-1,2147483648,1
SRR20263086,{'AY.39': 1},812613,1,642537,2,1
ERR7367909,{'AY.4': 1},723118,1,-1,2147483648,1
node_236484,{'AY.103': 9},530327,9,-1,2147483648,9
node_173596,{'AY.100': 47},428214,47,-1,2147483648,47
SRR20916680,{'BE.1': 1},1307217,1,1307218,1,1
SRR17110205,{'AY.112.2': 1},669838,1,-1,2147483648,1
node_414418,"{'BA.1.1': 4, 'BA.1.18': 5, 'BA.1.1.18': 1}",817061,157042,-1,2147483648,10
node_180706,{'AY.4': 6},340692,1358,-1,2147483648,6
SRR20189663,{'AY.100': 1},872185,1,-1,2147483648,1
node_217350,{'AY.39': 3},600042,4,600043,1,3
ERR6634211,{'AY.4': 1},429578,1,295320,7,1
ERR7306411,{'AY.4': 1},698148,1,295320,7,1
ERR8204883,{'AY.4': 1},871182,1,-1,2147483648,1
node_181705,{'AY.100': 2},611997,5,-1,2147483648,2
node_182281,{'B.1.617.2': 3},334400,7,295320,5,3
node_570144,{'BQ.1': 1},1421538,1,1421539,1,1
node_182048,{'AY.120': 3},858141,3,-1,2147483648,3
node_193269,{'AY.34.1': 2},777486,2,-1,2147483648,2
node_600477,{'BA.5.2': 2},1346141,2,1346141,0,2
SRR20265230,{'AY.100': 1},777133,1,-1,2147483648,1
SRR20662983,{'BF.5': 1},1291129,1,1291130,1,1
SRR16153448,{'AY.122': 1},475671,1,-1,2147483648,1
node_183820,{'AY.42': 63},642626,63,-1,2147483648,63
node_182223,{'AY.119.2': 2},672882,10,295320,7,2
ERR7268636,{'AY.4': 1},665335,1,665336,1,1
SRR20935183,{'AY.44': 1},876219,1,876220,1,1
SRR16883544,{'AY.103': 1},631678,1,-1,2147483648,1
ERR6427219,{'AY.4': 1},346134,1,295320,7,1
SRR20776907,{'BA.2.3': 1},1234808,1,1234809,1,1
node_295440,{'AY.44': 1},367439,1,367440,1,1
SRR19914226,{'BA.2.3': 1},1267818,1,-1,2147483648,1
ERR6758016,{'B.1.617.2': 1},501940,1,501941,1,1
node_253191,{'AY.103': 3},496619,3,496620,1,3
ERR8256185,{'AY.4': 1},861794,1,295320,4,1
ERR7316860,{'AY.4': 1},662433,1,662434,1,1
node_181348,{'AY.39': 2},642419,2,-1,2147483648,2
node_412623,{'BA.1.15': 1},1011592,1,-1,2147483648,1
ERR7312514,{'AY.4': 1},707307,1,295320,4,1
node_456458,{'BA.1.1': 2},1150704,2,-1,2147483648,2
ERR8176933,{'AY.47': 1},857132,1,-1,2147483648,1
node_178699,{'AY.100': 46},664148,48,-1,2147483648,46
node_601425,{'BA.5.2': 2},1436802,871748,-1,2147483648,2
SRR14568865,{'B.1.1.7': 1},225935,1,-1,2147483648,1
ERR7229850,{'AY.4': 1},644191,7,295320,4,1
node_180714,{'AY.4': 1},619139,1,295320,5,1
SRR15993700,{'AY.120.1': 1},448341,1,295320,6,1
node_326,{'B.1.157': 1},1529,1,1530,1,1
ERR7234185,{'AY.43.8': 1},625544,1,295320,4,1
node_600264,{'BA.5.2': 1},1302530,1,1302531,1,1
node_600512,{'BA.2.75': 4},1400719,4,1400720,1,4
ERR7230989,{'AY.4': 1},625515,1,625516,1,1
SRR20358773,{'BA.1.15': 1},1057083,1,1057084,1,1
node_504632,"{'BA.1.1': 17, 'BA.1.20': 4, 'BA.1.1.18': 6, 'BA.1': 2}",791357,341822,-1,2147483648,29
node_181105,{'AY.4': 1},655043,1,655044,1,1
node_181260,{'AY.39.1': 1},578970,28,-1,2147483648,1
SRR16832825,{'B.1.617.2': 1},622953,1,622954,1,1
ERR6765742,{'AY.4': 1},443498,1,443499,1,1
SRR20251029,{'AY.4': 1},758709,2,607252,2,1
ERR7302919,{'AY.4': 1},684462,1,684463,1,1
node_505744,"{'BA.2': 3, 'BA.1': 2, 'BA.1.1': 1}",887654,527719,-1,2147483648,6
node_547712,{'XBB.1': 2},1429710,2,1429711,1,2
ERR7379152,{'AY.4': 1},729653,1,729654,1,1
node_143367,{'AY.4': 1},400085,1,-1,2147483648,1
ERR8241972,{'AY.4': 1},857326,2,-1,2147483648,1
ERR5458932,{'B.1.1.7': 1},153039,1,153040,1,1
ERR7724904,{'AY.122': 1},852931,1,852932,1,1
node_180879,{'AY.4.2': 2},619112,2,619112,0,2
node_182284,{'AY.105': 3},220185,1061795,-1,2147483648,3
SRR21450704,{'BA.5.2': 1},1347925,1,1189192,10,1
SRR20918207,{'AY.39': 1},897923,1,448284,4,1
node_335941,{'AY.67': 1},366277,1,366278,1,1
SRR16883831,{'AY.100': 1},635303,1,635304,1,1
SRR17690069,{'AY.119': 1},850781,1,-1,2147483648,1
node_217561,{'AY.39': 55},639184,55,-1,2147483648,55
node_316747,{'AY.122': 1},471870,1,-1,2147483648,1
SRR20227167,{'AY.39': 1},696755,1,-1,2147483648,1
ERR6768972,{'AY.4': 1},486098,1,486099,1,1
node_181591,{'AY.36': 2},552563,2,-1,2147483648,2
node_633560,{'BA.2': 2},1099995,2,1099995,0,2
node_309400,{'AY.44': 1},766917,1,-1,2147483648,1
node_187036,{'AY.106': 3},569157,3,-1,2147483648,3
SRR17267749,{'AY.4': 1},853662,1,853663,1,1
node_181488,{'AY.39': 2},611999,2,612000,1,2
node_174656,{'AY.100': 3},672797,3,-1,2147483648,3
SRR21326012,{'BA.1.1': 1},1063820,1,-1,2147483648,1
ERR5552870,{'B.1.1.7': 1},186114,1,-1,2147483648,1
node_183791,{'AY.42': 1},625564,1,336012,5,1
node_611385,{'BA.2': 2},1293316,2,1293317,1,2
node_256980,{'AY.103': 2},571724,2,-1,2147483648,2
SRR20251879,{'AY.100': 1},754128,1,-1,2147483648,1
ERR7150546,{'AY.4': 1},610860,1,295320,6,1
node_182018,{'AY.117': 2},854266,2,295320,9,2
node_322451,{'AY.20': 1},462966,1,462967,1,1
SRR20259749,{'AY.118': 1},666773,1,-1,2147483648,1
SRR17647498,{'B.1.617.2': 1},897176,1,897177,1,1
SRR15585202,{'AY.122': 1},404972,2,-1,2147483648,1
SRR20258765,{'AY.3': 1},652534,1,-1,2147483648,1
node_180671,{'B.1.617.2': 1},854164,1,854165,1,1
ERR7306375,{'AY.4': 1},684481,1,684482,1,1
ERR7147933,{'AY.124': 1},606262,1,295320,7,1
node_181827,{'AY.100': 2},670538,2,-1,2147483648,2
SRR19932950,{'AY.44': 1},913470,1,-1,2147483648,1
SRR17235276,{'AY.106': 1},677069,1,295320,5,1
SRR16351062,{'AY.39': 1},537797,2,-1,2147483648,1
node_134676,{'AY.4': 3},492002,3,-1,2147483648,3
SRR21898952,{'BF.26': 1},1380972,1,1189192,10,1
SRR21635978,{'BA.5.2': 1},1362088,1,1362089,1,1
SRR16884076,{'AY.118': 1},631774,1,-1,2147483648,1
node_181079,{'AY.4': 1},658649,1,658650,1,1
ERR9327284,{'BA.2': 1},1130788,1,1130789,1,1
ERR6767587,{'AY.5': 1},482856,1,-1,2147483648,1
SRR14569320,{'B.1.526': 1},225940,1,-1,2147483648,1
node_84045,{'AY.4': 3},359593,3,295320,5,3
node_505925,{'BA.2.12': 2},2705491,2,-1,2147483648,2
node_70140,{'AY.4': 10},649305,10,649306,1,10
node_219749,{'AY.39': 1},854168,4,-1,2147483648,1
node_335213,{'B.1.617.2': 21},452874,21,452874,0,21
SRR20186727,{'AY.119': 1},862846,1,295320,7,1
SRR18772658,{'BA.1.15': 1},1086537,1,-1,2147483648,1
node_182255,{'AY.119': 5},648091,5,295320,5,5
ERR8251978,{'AY.36': 1},861777,1,-1,2147483648,1
SRR21346944,{'BA.1.1': 1},1160603,1,-1,2147483648,1
node_365475,{'Q.3': 2},330617,2,330618,1,2
ERR7238349,{'AY.4': 1},655064,1,655065,1,1
SRR22029754,{'BA.5': 1},1370926,1,1370927,1,1
ERR6666963,{'AY.4.2': 1},461671,1,-1,2147483648,1
ERR6757351,{'AY.43': 1},442580,1,-1,2147483648,1
node_600527,"{'XBM': 10, 'BF.3': 2}",1348822,12,1348822,0,12
node_182341,{'B.1.617.2': 1},421107,4,295320,4,1
SRR17134150,{'AY.127': 1},534622,1,-1,2147483648,1
SRR16602278,{'B.1.617.2': 1},415854,1,415855,1,1
node_191795,{'AY.119': 7},743689,7,743689,0,7
SRR20178538,{'AY.100': 1},786146,1,-1,2147483648,1
ERR9732238,{'BA.2.41': 1},1226986,1,-1,2147483648,1
SRR16899114,{'AY.44': 1},647925,1,-1,2147483648,1
node_505721,{'XS': 17},1000242,17,1000242,0,17
ERR7268953,{'AY.4.2': 1},662099,1,662100,1,1
node_112982,{'AY.4': 2},698164,2,698164,0,2
SRR20179884,{'AY.100': 1},820060,1,-1,2147483648,1
SRR19945500,{'AY.39': 1},951132,1,-1,2147483648,1
node_321237,{'AY.20': 3},721725,4,-1,2147483648,3
node_237292,{'AY.103': 2},480189,2,-1,2147483648,2
ERR6881713,{'AY.4': 1},559124,1,559125,1,1
ERR7045008,{'AY.4.2': 1},527962,1,-1,2147483648,1
SRR20145485,{'AY.125': 1},850983,1,850984,1,1
SRR20254217,{'AY.113': 1},642389,1,-1,2147483648,1
node_321380,{'AY.20': 2},562217,2,562218,1,2
node_181825,{'AY.100': 1},748793,1,748794,1,1
SRR16606315,{'AY.100': 1},584299,5,-1,2147483648,1
node_181997,{'AY.117': 8},620296,8,541943,1,8
ERR6834094,{'AY.4': 1},494283,1,295320,6,1
node_516001,{'BA.2.12.1': 5},1260897,5,-1,2147483648,5
node_600488,"{'XBD': 30, 'BA.2.75': 5}",1291791,7182,-1,2147483648,35
node_181091,{'AY.4': 3},451103,3,295320,3,3
ERR7697993,{'AY.4': 1},811629,1,-1,2147483648,1
SRR15388518,{'AY.47': 1},360433,1,-1,2147483648,1
node_148071,{'AY.4': 1},874315,1,874316,1,1
node_326184,{'AY.26': 4},452746,4,-1,2147483648,4
node_169190,{'AY.4': 4},642396,4,642397,1,4
ERR6834240,{'AY.4': 1},492038,1,492039,1,1
ERR10777582,{'BQ.1.1': 1},1421232,1,1189192,12,1
SRR16381044,{'AY.113': 1},541941,1,295320,8,1
node_549660,{'BA.5.1.21': 3},1335049,3,1335050,1,3
ERR9077528,{'BA.2': 1},1089054,1,-1,2147483648,1
ERR7320673,{'AY.4': 1},662466,1,662467,1,1
SRR15651674,{'B.1.617.2': 1},421695,1,421696,1,1
SRR20180432,{'AY.117': 1},820210,1,820211,1,1
ERR9926825,{'BA.2': 1},1283163,1,1283164,1,1
SRR16884109,{'AY.39': 1},631793,1,631794,1,1
SRR21559034,{'BA.5.5': 1},1356677,1,1189192,8,1
node_46292,{'AY.117': 1},562660,1,-1,2147483648,1
node_433114,{'BA.1.1': 2},1134977,2,1134977,0,2
ERR7730302,{'AY.4.2': 1},855981,1,-1,2147483648,1
ERR7009409,{'AY.126': 1},574356,1,295320,5,1
node_313944,{'B.1.617.2': 3},476952,3,-1,2147483648,3
SRR22344560,{'BA.2': 1},1404919,1,1404920,1,1
node_181966,{'AY.100': 2},444249,4,-1,2147483648,2
SRR21042171,{'BA.5': 1},1313480,1,1313481,1,1
ERR6765753,{'AY.4': 1},482848,1,482849,1,1
ERR7208421,{'AY.116.1': 1},630345,1,-1,2147483648,1
ERR7307567,{'AY.4': 1},650569,1,650570,1,1
ERR7009944,{'AY.4': 1},547859,1,547860,1,1
ERR6622334,{'AY.4': 1},442798,2,295320,5,1
SRR17521781,{'AY.112.2': 1},862607,1,-1,2147483648,1
SRR20227296,{'AY.100': 1},692890,1,-1,2147483648,1
SRR14627955,{'P.1': 1},260768,1,260769,1,1
node_292462,{'AY.3': 1},488799,1,-1,2147483648,1
ERR7021445,{'AY.4.1': 1},586362,1,586363,1,1
node_178315,{'AY.100': 14},749833,20,-1,2147483648,14
ERR9448648,{'XM': 1},1158181,1,1158182,1,1
node_303805,{'AY.44': 1},660280,1,660281,1,1
ERR9480201,{'BA.1.1': 1},1164512,1,-1,2147483648,1
ERR7149619,{'AY.4': 1},606285,1,606286,1,1
node_211935,{'AY.98': 1},478390,1,478391,1,1
node_212259,{'AY.120.1': 5},652505,9,652506,1,5
node_322315,{'AY.20': 1},584330,1,-1,2147483648,1
SRR20186543,{'AY.100': 1},862820,1,-1,2147483648,1
node_209322,{'AY.43': 2},755217,2,-1,2147483648,2
SRR22896031,{'BF.7.4.1': 1},1406296,1,1406297,1,1
SRR16884218,{'AY.103': 1},638820,1,-1,2147483648,1
node_181826,{'AY.100': 2},534011,2,-1,2147483648,2
SRR20259302,{'AY.119': 1},660463,10,295320,5,1
ERR10425664,{'BA.5.2.1': 1},1386424,1,1189192,10,1
node_181701,{'AY.100': 2},812513,3,-1,2147483648,2
node_181185,{'AY.118': 2},526177,2,526178,1,2
ERR7239898,{'AY.4.12': 1},644245,1,295320,4,1
node_218450,{'AY.39': 35},299640,337,-1,2147483648,35
node_86692,{'AY.4': 1},662392,1,662393,1,1
node_219459,{'AY.39': 2},862835,2,-1,2147483648,2
node_552240,{'BA.5': 2},1389607,2,1389607,0,2
ERR9252743,{'BA.2': 1},1113471,1,966905,2,1
node_182142,{'AY.119': 2},834055,2,295320,10,2
node_612685,"{'BA.4.6': 18, 'BA.4.1': 4, 'BA.4.4': 2, 'BA.4': 6, 'BA.4.6.5': 1}",1436802,871748,-1,2147483648,31
SRR22344184,{'BA.5.2.23': 1},1403542,1,1189192,7,1
node_180680,{'AY.4': 2},465287,2,295320,2,2
SRR16307205,{'AY.39': 1},521915,1,-1,2147483648,1
SRR15391759,{'B.1.617.2': 1},346274,1,295320,5,1
SRR15856342,{'AY.43': 1},465909,1,465910,1,1
node_219991,{'AY.39': 2},808427,2,-1,2147483648,2
SRR20189257,{'AY.100': 1},867855,1,607303,3,1
SRR21694577,{'BA.5.5': 1},1365028,1,1365029,1,1
node_180705,{'AY.4': 2},528794,2,528794,0,2
SRR16559270,{'AY.44': 1},579201,1,579202,1,1
ERR7259724,{'AY.4': 1},668154,1,-1,2147483648,1
SRR16829649,{'AY.25': 1},620303,1,-1,2147483648,1
SRR16040829,{'AY.20': 1},460547,1,-1,2147483648,1
node_187967,{'AY.121': 9},834569,10,-1,2147483648,9
SRR16883669,{'AY.3': 1},638817,1,-1,2147483648,1
node_176645,{'AY.100': 2},504253,2,-1,2147483648,2
ERR6451662,{'AY.8': 1},368047,1,368048,1,1
node_175717,{'AY.100': 1},758981,1,758982,1,1
SRR14391508,{'B.1.1.7': 1},231415,1,-1,2147483648,1
node_574815,{'BQ.1.21': 37},1418709,37,1418709,0,37
SRR16153759,{'AY.39': 1},484159,2,-1,2147483648,1
node_166399,{'AY.4.7': 1},396921,1,-1,2147483648,1
node_662018,{'B.1.160': 3},27566,3,27003,1,3
ERR8487500,{'BA.1': 1},995432,1,995433,1,1
ERR6598739,{'AY.4': 1},436588,1,436589,1,1
node_181089,{'AY.4': 1},726332,1,726333,1,1
node_399224,{'B.1.1.7': 2},281364,2,-1,2147483648,2
ERR7378832,{'AY.98': 1},696326,1,696327,1,1
SRR20682676,{'BA.5.5': 1},1294407,1,1294408,1,1
node_128969,{'AY.4': 3},352985,3,-1,2147483648,3
node_564706,{'BE.1': 2},1395663,2,1331484,1,2
node_129221,{'AY.4': 1},650552,1,650553,1,1
ERR7718295,{'AY.4': 1},807228,1,-1,2147483648,1
node_542457,{'CH.1.1.24': 1},1427735,1,1427736,1,1
node_13227,{'B.1.2': 1},100269,1,-1,2147483648,1
node_180759,{'AY.4': 1},659190,1,659191,1,1
node_167647,{'AY.4': 10},804352,10,761421,1,10
ERR8476414,{'AY.5': 1},982640,1,982641,1,1
SRR20517344,{'BA.1.1': 1},1142097,1,-1,2147483648,1
ERR8420822,{'BA.1': 1},992531,1,-1,2147483648,1
SRR20188981,{'AY.118': 1},867781,1,867782,1,1
ERR7317537,{'AY.4': 1},676113,1,676114,1,1
node_182532,{'AY.113': 3},898357,3,-1,2147483648,3
node_181518,{'AY.114': 1},537965,1,293131,2,1
node_180691,{'AY.4': 1},439702,1,295320,6,1
ERR8996829,{'BA.1.15': 1},1070745,1,-1,2147483648,1
node_311716,{'AY.44': 2},599824,2,-1,2147483648,2
node_324224,{'AY.9': 2},499846,2,499847,1,2
SRR14158437,{'B.1.2': 1},165973,1,165974,1,1
node_217646,{'AY.39': 1},660444,1,660445,1,1
SRR23600680,{'AY.25.1': 1},579959,1,-1,2147483648,1
ERR7243575,{'AY.4': 1},658677,1,658678,1,1
node_183668,{'AY.42': 2},443440,2,-1,2147483648,2
node_220514,{'AY.39': 1},584412,1,-1,2147483648,1
ERR7310933,{'AY.4.2': 1},644511,2,644512,1,1
node_322922,{'B.1.617.2': 2},488567,3,-1,2147483648,2
ERR6936211,{'AY.4': 1},582026,1,-1,2147483648,1
SRR21947661,{'BA.5.2': 1},1382184,1,1382185,1,1
SRR16153568,{'AY.113': 1},472101,1,295320,8,1
node_181473,{'AY.39': 1},595934,1,-1,2147483648,1
node_597580,{'BA.5.2.1': 7},1360675,7,1360676,1,7
node_180665,{'B.1.617.2': 1},293158,1,-1,2147483648,1
node_181006,{'AY.4': 3},582814,8,-1,2147483648,3
node_549711,{'BA.5.1': 3},1334138,3,1189192,4,3
node_560120,{'BA.5.1': 2},1362717,2,1362718,1,2
ERR7310438,{'AY.4': 1},680515,1,680516,1,1
node_180710,{'AY.4': 1},586963,1,586964,1,1
node_172849,{'AY.100': 3},748738,3,748738,0,3
node_172951,{'AY.100': 5},686369,7,-1,2147483648,5
node_507989,{'BA.2.12.1': 1},1251637,1,1251638,1,1
node_628857,{'BA.2.3': 1},1095086,1,-1,2147483648,1
SRR19684011,{'BA.1.1': 1},1067840,1,-1,2147483648,1
ERR6702609,{'AY.4': 1},440103,1,295320,6,1
node_180898,{'AY.4': 12},596009,82,-1,2147483648,12
ERR7395506,{'AY.46.5': 1},714838,1,-1,2147483648,1
ERR7307967,{'AY.4.2.1': 1},633936,4,633937,1,1
ERR6760263,{'AY.4': 1},442463,1,-1,2147483648,1
ERR9380129,{'BA.2': 1},1145941,1,1145942,1,1
node_178105,{'AY.100': 2},884003,2,-1,2147483648,2
